song_id,title_original,title_ko,producers,vocal_engines,main_link,lyrics_file,mood_tags,joy,sadness,dreamy,tension,dark,energy,cute,chaotic
s0001,オーバー！,오버!,Iyowa,"하츠네 미쿠(初音ミク),카아이 유키(歌愛ユキ)",https://youtu.be/_ZKSftirY3A?si=UE_klQDSAoWUInZP,s0001.txt,"dreamy,cute,chaotic,hopeful",95,50,100,70,55,95,90,85
s0002,たぶん終わり,아마도 끝,Iyowa,"하츠네 미쿠(初音ミク),v flower",https://youtu.be/GiDo4s1x9Mw?si=rr2oR3Jd7zRtMbXH,s0002.txt,"dreamy,lonely,nostalgic,mysterious",50,100,100,65,95,25,50,60
s0003,あだぽしゃ,애디포시어,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/Wr-2xcQkke4?si=6OD9ntelmHyA_83j,s0003.txt,"dreamy,dark,chaotic,despair",20,100,95,95,100,65,50,100
s0004,きゅうくらりん,두근 어질,Iyowa,카후(可不),https://youtu.be/2b1IexhKPz4?si=nD-pQOwKxTMXBfyn,s0004.txt,"dreamy,cute,chaotic,mysterious,despair",45,95,100,100,100,75,85,100
s0005,つづみぐさ,민들레,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/FpoZKD_nqbc?si=DjxvvwT0jlhWqJbK,s0005.txt,"dreamy,chaotic,nostalgic,mysterious",50,80,100,85,90,60,50,95
s0006,熱異常,열이상,Iyowa,"하츠네 미쿠(初音ミク),아다치 레이(足立レイ)",https://youtu.be/b2NTglk9tvI?si=Gr7I3zsZYKD4aQPp,s0006.txt,"sad,dreamy,chaotic,horror,despair",10,100,100,100,100,60,50,100
s0007,バベル,바벨,Iyowa,카사네 테토(重音テト),https://youtu.be/zSKwxQqrac0?si=hAYTKyIuxjY2aGK3,s0007.txt,"dreamy,cute,nostalgic,hopeful",100,70,100,50,50,60,90,50
s0008,ももいろの鍵,복숭아색 열쇠,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/sAUdWpemfGw?si=PLUJ4IUCtuCd6owO,s0008.txt,"dreamy,mysterious,hopeful",70,55,100,65,65,60,55,60
s0009,SLIP,슬립,Iyowa,GUMI,https://youtu.be/B62fBqw2gDM?si=Ke183cUY7QtpDn6b,s0009.txt,"sad,dreamy,lonely,nostalgic",55,100,100,50,85,15,50,50
s0010,散歩の邪魔,산책의 방해,Iyowa,카스카베 츠무기(春日部つむぎ),https://youtu.be/ctAMLdnQUfI?si=Ctsc4tM4V-KiIji9,s0010.txt,"happy,cute,funny",100,30,55,50,30,100,100,70
s0011,SHIAWASE FOR YOU!,시아와세 포 유,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/D7-lYDOpA50?si=yRxZEFQ9iRcvqKTQ,s0011.txt,"happy,cute,energetic",100,35,55,60,40,100,95,60
s0012,メルト・アイスクリーム,멜트 아이스크림,TRAP CHICK,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/aDA1B_We5w8?si=uOaxjolQYL4l2Y_h,s0012.txt,"dreamy,chaotic,horror",30,65,95,100,100,75,50,100
s0013,処刑拍手,처형박수,TRAP CHICK,카사네 테토(重音テト),https://youtu.be/YcxhmHEykPg?si=mluvXG1GC-au6ZuO,s0013.txt,"dark,angry,horror",15,85,65,100,100,90,50,100
s0014,承認してください、ジーニーさん！,승인해주세요 지니님!,TRAP CHICK,"카사네 테토(重音テト),오토마치 우나(音街ウナ)",https://youtu.be/XKZIQlqVjjk?si=QJAC3kNYZRQ3EcSy,s0014.txt,"cute,energetic,fast",85,40,55,70,50,100,85,70
s0015,mochimochi,모찌모찌,TAK,하츠네 미쿠(初音ミク),https://youtu.be/tQM8pfwmcU0?si=6muw7YQciQsSYSXV,s0015.txt,"happy,cute,energetic",100,35,55,60,40,100,95,60
s0016,LEMON MELON COOKIE,레몬 멜론 쿠키,TAK,하츠네 미쿠(初音ミク),https://youtu.be/5l8VZEyNRH8?si=Qzb9uMxBN6fBhtKd,s0016.txt,"happy,cute,energetic,electronic",100,35,70,70,40,100,95,70
s0017,PPPP,PPPP,TAK,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/8Cm-7oCq9HA?si=MEyDoWowh4W2diPy,s0017.txt,"cute,funny,fast",100,35,55,60,40,100,100,80
s0018,MTMTM,MTMTM,TAK,하츠네 미쿠(初音ミク),https://youtu.be/pIuQ_us5W4Y?si=v9-5O8zcPp1-lpty,s0018.txt,"happy,cute,chaotic,horror",80,50,65,100,90,100,95,100
s0019,numb numb,numb numb,TAK,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/ba7YbGO2aq4?si=-oNvcQ_TDlzjw3I9,s0019.txt,"dreamy,calm,romantic,electronic",85,70,100,45,55,45,60,50
s0020,次元通信,차원통신,뭐든지모에화,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/PqpCRSOUuIE?si=jDhzPxkm7B6SnpMG,s0020.txt,"sad,chaotic,mysterious,electronic",55,85,95,95,90,85,50,100
s0021,ヤラララ,야라라라,뭐든지모에화,카사네 테토(重音テト),https://youtu.be/T24rF_x0TmQ?si=46hnCYB4N6z17u2t,s0021.txt,"energetic,angry,horror,hopeful",60,60,70,100,100,100,55,100
s0022,アンドロイドガール,안드로이드 걸,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/uFRPeiAEO0M?si=N8WltLK-lMHfXGGG,s0022.txt,"sad,cute,angry,rock",65,95,60,95,90,100,85,85
s0023,ストリーミングハート,스트리밍 하트,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/9DD6JvY06Ok?si=ZRaZ5QhGXdqU-3Xe,s0023.txt,"dark,angry,chaotic,rock",35,80,55,100,100,100,50,100
s0024,ゴーストルール,고스트 룰,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/KushW6zvazM?si=X-ePXyB3wBVl9RPe,s0024.txt,"dark,energetic,fast,rock",55,60,55,95,95,100,50,90
s0025,セカイ,세카이,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/9vyIPWBeRes?si=-teUK569SrgxAtFe,s0025.txt,"happy,hopeful",100,35,60,50,30,85,65,50
s0026,ヴァンパイア,뱀파이어,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/e1xCOsgWG0M?si=VocDX7okxYrzErsn,s0026.txt,"dark,energetic,romantic,fast",75,65,70,80,85,100,60,80
s0027,モザイクロール (Reloaded),모자이크 롤 (Reloaded),DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/WysuxO4yR04?si=9rtZIVvNPaAgSKWW,s0027.txt,"dark,lonely,romantic,hopeful,rock",85,100,95,75,100,80,65,70
s0028,アニマル,애니멀,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/HtBqK6xsQ9k?si=ZNl0WMgJIlOC_znq,s0028.txt,"energetic,chaotic,romantic",80,55,65,80,60,100,60,95
s0029,サラマンダー,샐러맨더,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/-H2PCK7DJsQ?si=EHm747jk_3yofjtG,s0029.txt,"energetic,angry,fast,rock",60,55,50,100,80,100,50,100
s0030,パラサイト,패러사이트,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/agcoHM2CJ3s?si=DX6hBQczykqCztuL,s0030.txt,"dark,angry,lonely,romantic,hopeful",80,100,95,90,100,90,65,85
s0031,ラビットホール,래빗 홀,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/eSW2LVbPThw?si=u_JsIXVUWJOa1BgE,s0031.txt,"cute,energetic,chaotic,fast",85,40,55,90,60,100,85,100
s0032,ルーキー,루키,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/owv06htaoI8?si=otd8Q36qcPDNHp68,s0032.txt,"dark,chaotic,mysterious,rock",35,75,80,100,100,100,50,100
s0033,モニタリング,모니터링,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/kbNdx0yqbZE?si=ACJbSSZrfEmZ9p_-,s0033.txt,"cute,lonely,chaotic,romantic,horror",70,95,95,100,100,80,95,100
s0034,テレパシ,텔레파시,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/c56TpxfO9q0?si=tnF6V9lImcZ92kdW,s0034.txt,"cute,energetic,chaotic",80,45,55,80,60,100,85,95
s0035,モニタリング (Best Friend Remix),모니터링 (베스트 프렌드 리믹스),DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/C-CYwNz3z8w?si=U1zJOxn2rqAt2CEg,s0035.txt,"happy,cute,romantic,hopeful",100,45,80,50,30,95,100,50
s0036,愛言葉V,사랑의 말 V,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/hK82hfN_ymQ?si=7xZlqSsffkUU5Wf1,s0036.txt,"happy,cute,romantic",100,50,70,50,40,80,100,50
s0037,チェリーポップ,체리 팝,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/BI9Ue6JwJic?si=-Eih2cq3T6-YevA1,s0037.txt,"energetic,chaotic,romantic,fast",85,50,65,90,60,100,60,100
