song_id,title_original,title_ko,producers,vocal_engines,main_link,lyrics_file,mood_tags,joy,sadness,dreamy,tension,dark,energy,cute,chaotic
s0027,モザイクロール (Reloaded),모자이크 롤 (Reloaded),DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/WysuxO4yR04?si=9rtZIVvNPaAgSKWW,s0027.txt,"dark,lonely,romantic,hopeful,rock",85,100,95,75,100,80,65,70
s0028,アニマル,애니멀,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/HtBqK6xsQ9k?si=ZNl0WMgJIlOC_znq,s0028.txt,"energetic,chaotic,romantic",80,55,65,80,60,100,60,95
s0029,サラマンダー,샐러맨더,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/-H2PCK7DJsQ?si=EHm747jk_3yofjtG,s0029.txt,"energetic,angry,fast,rock",60,55,50,100,80,100,50,100
s0030,パラサイト,패러사이트,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/agcoHM2CJ3s?si=DX6hBQczykqCztuL,s0030.txt,"dark,angry,lonely,romantic,hopeful",80,100,95,90,100,90,65,85
s0031,ラビットホール,래빗 홀,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/eSW2LVbPThw?si=u_JsIXVUWJOa1BgE,s0031.txt,"cute,energetic,chaotic,fast",85,40,55,90,60,100,85,100
s0032,ルーキー,루키,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/owv06htaoI8?si=otd8Q36qcPDNHp68,s0032.txt,"dark,chaotic,mysterious,rock",35,75,80,100,100,100,50,100
s0033,モニタリング,모니터링,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/kbNdx0yqbZE?si=ACJbSSZrfEmZ9p_-,s0033.txt,"cute,lonely,chaotic,romantic,horror",70,95,95,100,100,80,95,100
s0034,テレパシ,텔레파시,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/c56TpxfO9q0?si=tnF6V9lImcZ92kdW,s0034.txt,"cute,energetic,chaotic",80,45,55,80,60,100,85,95
s0035,モニタリング (Best Friend Remix),모니터링 (베스트 프렌드 리믹스),DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/C-CYwNz3z8w?si=U1zJOxn2rqAt2CEg,s0035.txt,"happy,cute,romantic,hopeful",100,45,80,50,30,95,100,50
s0036,愛言葉V,사랑의 말 V,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/hK82hfN_ymQ?si=7xZlqSsffkUU5Wf1,s0036.txt,"happy,cute,romantic",100,50,70,50,40,80,100,50
s0037,チェリーポップ,체리 팝,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/BI9Ue6JwJic?si=-Eih2cq3T6-YevA1,s0037.txt,"energetic,chaotic,romantic,fast",85,50,65,90,60,100,60,100
s0038,ラブパラ,러브파라,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/RgVLBtRLX9k?si=y4KBX3x9brBlEnOF,s0038.txt,"happy,energetic,lonely,hopeful",100,55,75,60,45,100,65,60
s0039,カイコ,회고,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/g0JEUPfmu9c?si=kRMynEVsCPiMefw2,s0039.txt,"dark,chaotic,romantic,horror,hopeful",65,80,90,100,100,95,65,100
s0040,ハオ,하오,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/3GzRDW3hZ1k?si=aHJKrS7bsXPbwh4n,s0040.txt,"happy,energetic,hopeful",100,30,60,60,30,100,65,60
s0041,サッドガール・セックス,새드 걸 섹스,DECO*27,하츠네 미쿠(初音ミク),https://youtu.be/GVXhyFPDClw?si=MN35Hk7RBRU6ukze,s0041.txt,"sad,dark,energetic,chaotic,fast",55,85,60,100,100,100,50,100
s0042,デビルじゃないもん,데빌이 아닌걸,"DECO*27,PINOCCHIOP",하츠네 미쿠(初音ミク),https://youtu.be/lMEt3RdqB9Y?si=hxwyoW9eyLC3Jts1,s0042.txt,"dark,rock",40,70,55,75,95,75,50,70
s0043,歌姫失格,가희실격,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/adE8jVLoLPo?si=u9TmrJOeh2yAf41W,s0043.txt,"energetic,calm,mysterious,hopeful",85,50,100,60,60,80,55,60
s0044,不死身ごっこ,불사신 놀이,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/hCc0iI8jdQU?si=SxZ3iHnwJ260nk61,s0044.txt,"dark,chaotic,horror,hopeful",45,70,75,100,100,95,55,100
s0045,愛属性,사랑 속성,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/Xx1TnVObQ0k?si=sSWG3fD3SYO0whea,s0045.txt,"sad,lonely,mysterious,hopeful",70,100,100,65,85,45,55,60
s0046,T氏の話を信じるな,T씨의 이야기를 믿지 마,PINOCCHIOP,"카사네 테토(重音テト),하츠네 미쿠(初音ミク)",https://youtu.be/Jtm6ikBIl0g?si=2WLzePMc22QmGTzz,s0046.txt,"energetic,chaotic,mysterious",55,50,75,95,80,100,50,100
s0047,超主人公,초주인공,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/thmR2SmkeDU?si=L4Uxm0fhBrzIOgEq,s0047.txt,"nostalgic,funny,fast",90,55,70,60,45,90,65,80
s0048,Aじゃないか,A이지 않은가,PINOCCHIOP,"하츠네 미쿠(初音ミク),카가미네 린(鏡音リン)",https://youtu.be/LUch7N9Gw28?si=NCw0-fFzqckdfiB_,s0048.txt,"happy,nostalgic,mysterious",80,65,95,65,65,60,60,60
s0049,ポケットのモンスター,포켓의 몬스터,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/lIoi2r3f5fU?si=MATkF00V4Ca_Hw-z,s0049.txt,"dreamy,calm,nostalgic,hopeful",85,75,100,35,50,30,55,40
s0050,アポカリプスなう,아포칼립스 나우,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/khnNHHGR8jw?si=vRRT3esK6PWllLdL,s0050.txt,"dark,chaotic,hopeful",65,60,65,80,85,90,55,95
s0051,匿名M,익명M,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/yiqEEL7ac6M?si=_kHVPvpNWa5H1htw,s0051.txt,"nostalgic,mysterious",50,75,95,65,75,40,50,60
s0052,コスモスパイス,코스모 스파이스,PINOCCHIOP,"카가미네 린(鏡音リン),하츠네 미쿠(初音ミク),카가미네 렌(鏡音レン)",https://youtu.be/pu1gbwsB9Os?si=XSCVp_AcR_LoVnhX,s0052.txt,"happy,funny,mysterious",100,35,75,65,50,90,75,80
s0053,神っぽいな,신 같네,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/EHBFKhLUVig?si=LnezMUyvQnMYmojL,s0053.txt,"angry,chaotic,mysterious",40,65,75,100,100,100,50,100
s0054,ねぇねぇねぇ。,있잖아 있잖아 있잖아.,PINOCCHIOP,"카가미네 린(鏡音リン),하츠네 미쿠(初音ミク)",https://youtu.be/w8yweCungCE?si=zcrlatcFz2HBAude,s0054.txt,"happy,cute,romantic",100,50,70,50,40,80,100,50
s0055,ノンブレス・オブリージュ,논브레스 오블리주,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/lw7pcm1W5tw?si=t8yIlJ8HnUDipNF4,s0055.txt,"dark,lonely,mysterious,hopeful,despair",40,100,100,90,100,50,55,80
s0056,ラヴィット,러빗,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/--41OGPMurU?si=F0-bDmy4-CZlWoqA,s0056.txt,"dark,lonely,hopeful",65,85,80,60,90,55,55,60
s0057,愛されなくても君がいる,사랑받지 못해도 네가 있어,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/ygY2qObZv24?si=a4hUKS1YgYXEvCaT,s0057.txt,"happy,dreamy,romantic",100,55,100,50,45,65,70,50
s0058,セカイはまだ始まってすらいない,세상은 아직 시작조차 하지 않았어,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/1s8NNPgdl5g?si=6pU9XTQLeMrubZN6,s0058.txt,"happy,dreamy,hopeful",100,40,95,50,35,80,65,50
s0059,アルティメットセンパイ,얼티밋 선배,PINOCCHIOP,하츠네 미쿠(初音ミク),https://youtu.be/MnJq5kSn-GY?si=xVurTWeJOjDQz2N7,s0059.txt,"dreamy,funny,hopeful",100,40,95,50,35,80,70,70
s0060,一千光年,일천광년,Iyowa,"GUMI,v flower,아다치 레이(足立レイ),카아이 유키(歌愛ユキ),카후(可不),하츠네 미쿠(初音ミク),세카이(星界),리메(裏命),하나쿠마 치후유(花隈千冬),VY1,SOLARIA",https://youtu.be/uB_jQ8H2Yeg?si=Qbv1GFfuItHAwL9z,s0060.txt,"happy,hopeful",100,35,60,50,30,85,65,50
s0061,たびのまえ、たびのあと,"여행 전, 여행 후",Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/HbS1T4d1P70?si=c99zBvoqVETGD-Rx,s0061.txt,"happy,cute,energetic",100,35,55,60,40,100,95,60
s0062,ゆめみるうろこ,꿈꾸는 비늘,Iyowa,하츠네 미쿠(初音ミク),https://youtu.be/7-2PUEl-7a4?si=RJ78W9LOMqhfiPtF,s0062.txt,"dreamy,energetic",60,50,85,60,55,80,50,60
